car,model,price,body,mileage,engV,engType,PurchaseYear,drive,PurchaseMonth
Mercedes-Benz,E-Class,5500,sedan,250,2.7,Diesel,2003,rear,Jun
Audi,80,1400,sedan,250,1.8,Petrol,1993,front,Jul
Mazda,6,22563.45,sedan,122,2,Petrol,2016,front,Aug
BMW,X5,67431,crossover,160,2,Diesel,2016,full,Sep
BMW,520,40755,sedan,170,2,Petrol,2016,rear,Oct
BMW,520,37976.25,sedan,170,2,Petrol,2016,rear,Nov
Mazda,6,7200,sedan,204,2,Other,2005,front,Dec
BMW,X5,65393.25,crossover,160,2,Diesel,2016,full,Jan
Mercedes-Benz,190,2200,sedan,400,2,Petrol,1988,rear,Feb
Rolls-Royce,Phantom,65000,sedan,22,6.75,Other,2008,rear,Mar
Volkswagen,Passat B6,12400,other,145,3.2,Petrol,2007,full,Apr
Mercedes-Benz,G 350,115000,crossover,27,3,Diesel,2015,full,May
Ford,Transit ïàññ.,5300,van,500,2.4,Diesel,2004,rear,Jun
Audi,Q5,52055.25,crossover,67,2,Diesel,2016,full,Jul
Hyundai,Accent,7700,sedan,122,1.6,Gas,2008,front,Aug
Mitsubishi,Lancer,7200,sedan,178,1.6,Petrol,2007,front,Sep
Daewoo,Matiz,2600,other,140,0.8,Petrol,2002,front,Oct
BMW,730,70000,sedan,16,3,Diesel,2014,full,Nov
Toyota,Land Cruiser 200,97500,crossover,2,4.6,Petrol,2016,full,Dec
Jaguar,XF,29500,sedan,78,3,Petrol,2013,rear,Jan
Dodge,Avenger,7300,sedan,110,2,Petrol,2008,front,Feb
Mercedes-Benz,E-Class,27300,sedan,144,2.14,Diesel,2011,front,Mar
Mercedes-Benz,GL 450,38900,crossover,65,4.5,Petrol,2010,full,Apr
Mitsubishi,Pajero Wagon,10200,crossover,269,3.2,Diesel,2002,full,May
BMW,318,1900,sedan,200,1.8,Gas,1994,rear,Jun
Honda,Accord,6900,sedan,135,2.27,Petrol,2007,front,Jul
Hyundai,Elantra,8200,sedan,98,1.6,Gas,2008,front,Aug
Kia,Carens,11400,vagon,69,2,Petrol,2011,front,Sep
Acura,TL,8699,sedan,144,3.2,Gas,2005,front,Oct
Renault,Scenic,7900,vagon,91,1.5,Diesel,2008,front,Nov
Renault,Kangoo ãðóç.,3300,van,345,1.9,Diesel,2001,front,Dec
Kia,Magentis,8100,sedan,150,2,Gas,2008,front,Jan
Nissan,Qashqai,13500,crossover,88,2,Petrol,2007,front,Feb
Volkswagen,Passat B6,10600,other,140,2,Other,2007,front,Mar
VAZ,2110,3300,sedan,107,1.6,Petrol,2005,front,Apr
Ford,Mondeo,4000,sedan,250,2.5,Gas,1997,front,May
Audi,80,3000,sedan,265,1.8,Petrol,1988,front,Jun
Fiat,Doblo ïàññ.,8500,vagon,60,1.4,Petrol,2012,front,Jul
Geely,CK-2,4100,sedan,108,1.5,Gas,2011,front,Aug
Infiniti,QX70,19900,other,25,3.7,Petrol,2015,full,Sep
BMW,320,9500,sedan,217,2.2,Petrol,2002,rear,Oct
Infiniti,FX 37,19900,other,25,3.7,Petrol,2015,full,Nov
Opel,Omega,1800,sedan,1,2,Gas,1999,rear,Dec
Opel,Vectra B,1850,sedan,270,2,Petrol,1999,front,Jan
Nissan,Qashqai,13000,crossover,160,2,Other,2008,full,Feb
Daewoo,Lanos,3900,sedan,218,1.5,Gas,2004,front,Mar
Renault,Scenic,5800,van,217,2,Gas,2003,front,Apr
Mazda,3,8100,hatch,96,1.6,Petrol,2007,front,May
Lexus,IS 300,18500,sedan,102,3,Petrol,2008,rear,Jun
Mercedes-Benz,Vito ïàññ.,17500,other,180,3,Diesel,2008,rear,Jul
Volkswagen,Golf IV,6600,hatch,136,1.4,Gas,2001,front,Aug
Mazda,CX-7,11600,crossover,112,2.3,Petrol,2008,full,Sep
Opel,Omega,5200,sedan,230,2.2,Gas,2000,rear,Oct
Opel,Astra F,3000,hatch,300,1.6,Gas,1991,front,Nov
Daewoo,Sens,4800,hatch,450,1.3,Petrol,2013,front,Dec
Toyota,Rav 4,15500,crossover,120,2,Petrol,2008,full,Jan
Chery,Kimo,4500,hatch,59,1.3,Petrol,2008,front,Feb
Land Rover,Range Rover Sport,27000,crossover,126,4.2,Petrol,2007,full,Mar
Kia,Soul,11000,hatch,55,1.6,Petrol,2010,front,Apr
BMW,530,3900,sedan,330,3,Diesel,2000,rear,May
Daewoo,Lanos,4200,sedan,288,1.5,Gas,2004,front,Jun
VAZ,2111,650,sedan,10,1.3,Petrol,1982,rear,Jul
Volkswagen,Passat B6,11200,sedan,260,3.2,Petrol,2006,full,Aug
Mercedes-Benz,Vito ïàññ.,7600,van,280,2.2,Diesel,2001,front,Sep
Skoda,Fabia,5850,hatch,122,1.4,Petrol,2007,front,Oct
Hyundai,Pony,2300,sedan,230,1.5,Petrol,1994,front,Nov
Citroen,Berlingo ïàññ.,5510,other,185,2,Diesel,2006,front,Dec
VAZ,2101,2200,sedan,125,1.3,Gas,1977,rear,Jan
VAZ,21093,3900,sedan,100,1.6,Petrol,2010,front,Feb
Mercedes-Benz,S 550,41900,sedan,95,6.3,Other,2011,full,Mar
Volkswagen,Jetta,9999,sedan,182,1.6,Petrol,2006,front,Apr
Citroen,Nemo ãðóç.,5980,van,140,1.3,Diesel,2012,front,May
Ford,Focus,13200,hatch,32,1,Petrol,2014,front,Jun
TATA,Xenon,12900,other,75,2.2,Diesel,2013,full,Jul
Mercedes-Benz,Vito ïàññ.,7900,other,197,2.2,Diesel,2003,rear,Aug
Kia,Cerato,15000,sedan,69,1.6,Gas,2013,front,Sep
VAZ,2170,4100,other,5,1.6,Gas,2008,front,Oct
Nissan,Murano,22100,crossover,88,3.5,Gas,2011,full,Nov
Mercedes-Benz,Sprinter 208 ïàññ.,4500,other,525,2.3,Diesel,1995,rear,Dec
ZX,LandMark,7700,crossover,249,2.4,Petrol,2006,full,Jan
Skoda,Octavia,5900,hatch,180,1.6,Petrol,2004,front,Feb
Citroen,Jumpy ãðóç.,6900,van,202,1.6,Diesel,2010,front,Mar
Renault,Captur,17639.46795,crossover,160,1.2,Petrol,2016,front,Apr
BMW,320,5300,sedan,147,2.2,Gas,2001,rear,May
Chevrolet,Epica,7999,sedan,131,2,Petrol,2008,front,Jun
Opel,Astra G,4500,vagon,240,1.4,Petrol,2001,front,Jul
Volkswagen,T5 (Transporter) ïàññ.,11800,van,230,1.9,Diesel,2009,front,Aug
Renault,Megane,13500,hatch,10,1.6,Petrol,2014,front,Sep
Renault,Trafic ïàññ.,9700,van,245,2,Diesel,2008,front,Oct
BMW,X5 M,39750,crossover,16,4.01,Other,2016,full,Nov
GAZ,31105,4400,sedan,100,2.3,Petrol,2004,rear,Dec
VAZ,2121,2700,crossover,96,1.6,Petrol,1980,full,Jan
Opel,Zafira,11000,van,160,2.2,Petrol,2006,front,Feb
Daewoo,Nexia,3290,sedan,56,1.5,Petrol,2008,front,Mar
Suzuki,Grand Vitara,11500,crossover,240,2.7,Gas,2005,full,Apr
Renault,Sandero,8000,hatch,50,1.6,Petrol,2012,front,May
Subaru,Tribeca,13333,crossover,194,3,Petrol,2007,full,Jun
Volkswagen,Touran,4900,van,198,1.6,Petrol,2004,front,Jul
Hyundai,H1 ïàññ.,6000,van,227,2.5,Diesel,2006,rear,Aug
Renault,Symbol,4200,sedan,180,1.4,Petrol,2003,front,Sep
Volkswagen,Passat B3,3399,sedan,201,1.8,Petrol,1991,front,Oct
Hyundai,Santa FE,4900,crossover,230,2,Diesel,2004,full,Nov
Ford,Transit Connect ãðóç.,4299,van,143,1.8,Diesel,2004,front,Dec
Hyundai,Accent,11500,sedan,14,1.4,Petrol,2013,front,Jan
Mercedes-Benz,ML 320,28500,crossover,190,3.2,Diesel,2008,full,Feb
Volkswagen,Jetta,24300,sedan,1,1.6,Diesel,2016,front,Mar
BMW,535,25500,sedan,1,3,Petrol,2010,rear,Apr
Mercedes-Benz,SL 500 (550),20500,sedan,56,5,Other,2003,rear,May
Toyota,Camry,13500,sedan,100,2.4,Petrol,2007,front,Jun
Daewoo,Nexia,4700,sedan,126,1.6,Gas,2012,front,Jul
Mercedes-Benz,ML 280,19800,crossover,218,3,Diesel,2006,full,Aug
Skoda,Octavia A5,7300,hatch,200,2,Petrol,2007,front,Sep
BMW,320,10999,other,162,2.2,Petrol,2002,rear,Oct
BMW,645,24700,other,85,4.4,Petrol,2004,rear,Nov
Opel,Kadett,1300,sedan,30,1.6,Gas,1986,front,Dec
Infiniti,FX 30,36500,crossover,112,3,Diesel,2012,rear,Jan
Mercedes-Benz,210,7000,sedan,190,2.6,Petrol,2001,rear,Feb
BMW,X5 M,37500,crossover,115,3,Diesel,2008,full,Mar
Hyundai,Tucson,8990,crossover,155,2,Gas,2007,full,Apr
VAZ,2109,1599,hatch,122,1.5,Other,1992,front,May
Chevrolet,Camaro,56000,other,1,2,Petrol,2016,rear,Jun
Audi,A4,12800,sedan,217,1.8,Petrol,2007,front,Jul
BMW,320,6500,sedan,280,2,Petrol,1997,rear,Aug
Nissan,Maxima,4400,sedan,218,2,Petrol,1998,front,Sep
Hyundai,Sonata,13900,sedan,44,2,Petrol,2010,front,Oct
Chevrolet,Aveo,5600,sedan,90,1.5,Petrol,2007,front,Nov
Mercedes-Benz,ML 350,55000,crossover,128,3,Diesel,2013,full,Dec
VAZ,2114,3450,hatch,128,1.6,Gas,2007,front,Jan
BMW,528,6899,vagon,320,2.8,Gas,1997,rear,Feb
VAZ,2102,389.025,vagon,1,1.3,Petrol,1983,rear,Mar
Renault,Kangoo ïàññ.,4999,vagon,252,1.5,Diesel,2007,front,Apr
MINI,Cooper,9990,hatch,160,1.6,Petrol,2006,front,May
Mitsubishi,Colt,5700,other,170,1.3,Petrol,2006,front,Jun
VAZ,2121,1200,crossover,22,1.6,Petrol,1986,full,Jul
Nissan,Note,6800,other,93,1.6,Petrol,2006,front,Aug
Hyundai,Accent,11700,sedan,85,1.4,Petrol,2013,front,Sep
ZAZ,Vida,5900,hatch,75,1.5,Gas,2013,front,Oct
Volkswagen,Passat B6,12500,sedan,84,2,Petrol,2007,front,Nov
Daewoo,Lanos,4650,sedan,64,1.5,Petrol,2008,front,Dec
Daewoo,Lanos,2800,sedan,160,1.5,Other,2006,front,Jan
Skoda,Octavia A5,14900,sedan,108,1.9,Diesel,2012,front,Feb
Seat,Leon,9900,hatch,73,2,Petrol,2009,front,Mar
Mazda,323,3750,sedan,305,1.5,Petrol,1995,front,Apr
MINI,Cooper,27800,hatch,8,1.5,Petrol,2014,front,May
Nissan,X-Trail,16800,crossover,98,2,Petrol,2010,full,Jun
UAZ,469,8000,crossover,1,2.5,Petrol,1977,full,Jul
Mercedes-Benz,Sprinter 313 ïàññ.,22000,van,236,2.2,Diesel,2012,rear,Aug
ZAZ,1103 Ñëàâóòà,1100,sedan,149,1.2,Gas,2008,front,Sep
BMW,X5,21700,crossover,125,3,Petrol,2007,full,Oct
Peugeot,Partner ãðóç.,3990,van,254,1.9,Diesel,2006,front,Nov
Nissan,Kubistar,4750,other,171,1.5,Diesel,2004,front,Dec
Volkswagen,T4 (Transporter) ïàññ.,5500,van,400,1.9,Diesel,1995,front,Jan
Land Rover,Range Rover Sport,49800,crossover,76,5,Petrol,2012,full,Feb
Land Rover,Range Rover,26500,crossover,260,4.2,Gas,2008,full,Mar
Chevrolet,Lacetti,6900,sedan,155,1.8,Gas,2008,front,Apr
Mercedes-Benz,Vito ïàññ.,9999,van,154,2.2,Diesel,2007,rear,May
Toyota,Tundra,38500,crossover,20,5.7,Gas,2014,full,Jun
Peugeot,207,6300,hatch,87,1.46,Petrol,2010,front,Jul
Hyundai,i30,8800,hatch,141,1.6,Diesel,2009,front,Aug
Renault,Kangoo ïàññ.,7150,van,118,1.5,Diesel,2008,front,Sep
Mitsubishi,Outlander XL,20800,crossover,31,2.4,Petrol,2011,full,Oct
Kia,Rio,9200,sedan,30,1.4,Petrol,2010,front,Nov
Audi,A6,16500,sedan,136,3.2,Petrol,2007,front,Dec
Audi,A6,2550,sedan,304,2.5,Diesel,1998,front,Jan
Toyota,Camry,15500,sedan,140,2.4,Gas,2007,front,Feb
Mercedes-Benz,S 350,23949.5,sedan,34,3.5,Diesel,2014,full,Mar
Toyota,Camry,15700,sedan,125,3.5,Petrol,2008,front,Apr
Hyundai,Tucson,12900,crossover,49,2.7,Petrol,2008,full,May
Volkswagen,T4 (Transporter) ïàññ.,5000,van,400,2.4,Diesel,1993,front,Jun
Ford,Focus,9800,hatch,70,1.6,Petrol,2011,front,Jul
Mitsubishi,Outlander,9300,crossover,156,2.4,Gas,2006,full,Aug
Hyundai,Tucson,28500,crossover,106,2,Petrol,2016,full,Sep
Audi,A4,2000,sedan,360,1.6,Other,1996,front,Oct
Hyundai,Grandeur,11000,sedan,116,3.3,Gas,2007,front,Nov
Skoda,Superb,14800,vagon,90,1.8,Petrol,2011,front,Dec
Volkswagen,T5 (Transporter) ãðóç,16900,van,121,2,Diesel,2014,front,Jan
Renault,Megane,6300,sedan,167,1.6,Petrol,2005,front,Feb
Seat,Leon,9250,hatch,140,2,Diesel,2007,front,Mar
VAZ,2102,700,vagon,1,1.25,Petrol,1981,rear,Apr
Hyundai,Accent,6500,sedan,150,1.4,Petrol,2008,front,May
Hyundai,Getz,6500,hatch,88,1.4,Petrol,2006,front,Jun
Opel,Omega,6800,vagon,246,2.2,Diesel,2003,rear,Jul
Volkswagen,Passat B7,18500,vagon,125,2,Diesel,2011,front,Aug
Chevrolet,Captiva,11000,other,109,3.2,Petrol,2007,full,Sep
Mercedes-Benz,E-Class,11600,sedan,186,3.2,Petrol,2003,front,Oct
Skoda,Octavia A5,11499,sedan,146,1.8,Petrol,2011,front,Nov
BMW,535,6900,sedan,238,3.5,Petrol,1999,rear,Dec
Audi,A8,12000,sedan,200,6,Petrol,2004,full,Jan
Renault,Laguna,7100,hatch,127,2,Gas,2006,front,Feb
Mercedes-Benz,Vito ïàññ.,8500,van,270,2.2,Diesel,2004,rear,Mar
Renault,Megane,7000,vagon,280,1.5,Diesel,2005,front,Apr
Mercedes-Benz,CLS 350,18527.5,vagon,100,3,Diesel,2014,full,May
Chery,QQ,3899,hatch,73,1.1,Petrol,2008,front,Jun
Renault,Kangoo ãðóç.,3450,van,196,1.9,Diesel,2001,front,Jul
Hyundai,IX35,16000,crossover,97,2,Petrol,2011,full,Aug
Skoda,Fabia,6300,hatch,157,1.31,Other,2007,front,Sep
Mercedes-Benz,E-Class,15400,sedan,260,2.2,Diesel,2008,rear,Oct
Land Rover,Freelander,26500,crossover,53,2.2,Diesel,2012,full,Nov
Mercedes-Benz,Vito ãðóç.,12375,van,261,2.2,Diesel,2007,rear,Dec
Fiat,Scudo ïàññ.,7800,van,240,1.6,Diesel,2007,front,Jan
Peugeot,607,5800,sedan,247,3,Gas,2004,front,Feb
Mazda,3,7999,hatch,220,1.6,Gas,2004,front,Mar
Mercedes-Benz,E-Class,1350,vagon,240,2.5,Diesel,1992,rear,Apr
Mitsubishi,Pajero Wagon,17000,crossover,215,3.8,Petrol,2006,full,May
Toyota,Camry,17950,sedan,87,2.4,Petrol,2010,front,Jun
Fiat,Linea,8600,sedan,84,1.4,Petrol,2013,front,Jul
Renault,Trafic ïàññ.,8100,van,206,1.9,Diesel,2005,front,Aug
Hyundai,Accent,6700,sedan,70,1.4,Petrol,2011,front,Sep
Opel,Insignia,17555,vagon,191,1.87,Diesel,2009,front,Oct
BMW,530,4100,sedan,26,3,Diesel,2001,rear,Nov
Volkswagen,Touran,12350,van,167,1.4,Petrol,2011,front,Dec
Lifan,520,3500,sedan,66,1.3,Petrol,2007,front,Jan
ZAZ,110557,1300,other,200,1.2,Petrol,2002,front,Feb
Opel,Vivaro ãðóç.,10800,van,164,2,Diesel,2011,front,Mar
Opel,Zafira,7800,van,220,1.8,Petrol,2007,front,Apr
Volkswagen,Passat B7,20900,sedan,122,2,Petrol,2012,front,May
Daewoo,Sens,3250,sedan,105,1.3,Petrol,2002,front,Jun
Kia,Cerato,7000,sedan,156,1.6,Diesel,2008,front,Jul
ZAZ,1103 Ñëàâóòà,1550,sedan,186,1.2,Petrol,2004,front,Aug
Kia,Sorento,22000,crossover,95,2.4,Petrol,2012,full,Sep
Ford,Transit Connect ïàññ.,7000,van,156,1.8,Diesel,2006,front,Oct
Nissan,Sentra,17800,sedan,2,1.6,Petrol,2016,front,Nov
Skoda,Fabia,10299,vagon,148,1.2,Diesel,2012,front,Dec
Opel,Combo ãðóç.,9141,van,176,1.3,Diesel,2012,front,Jan
Porsche,Cayenne,45500,crossover,74,3.6,Petrol,2011,full,Feb
Daewoo,Nexia,3700,sedan,144,1.5,Gas,2008,front,Mar
Chevrolet,Aveo,6700,sedan,79,1.5,Other,2008,front,Apr
VAZ,2123,3900,crossover,126,1.7,Gas,2003,full,May
Nissan,Juke,16300,crossover,32,1.6,Petrol,2012,front,Jun
Mazda,6,11700,sedan,91,2,Petrol,2008,front,Jul
VAZ,2106,1450,sedan,105,1.3,Petrol,1990,rear,Aug
Toyota,Venza,23300,crossover,93,2.7,Other,2011,full,Sep
VAZ,21099,3000,sedan,200,1.6,Petrol,2007,front,Oct
Mercedes-Benz,S 500,12300,sedan,423,5,Gas,1997,rear,Nov
GAZ,21,259.35,sedan,1,2.4,Other,1959,rear,Dec
Toyota,Sienna,14250,van,127,3.5,Other,2007,full,Jan
Volkswagen,Golf IV,6500,hatch,225,1.4,Petrol,2000,front,Feb
Audi,A8,17800,sedan,177,4.2,Petrol,2008,full,Mar
Audi,A6,4200,sedan,236,2.5,Diesel,2003,full,Apr
Volkswagen,Vento,1550,sedan,161,1.8,Petrol,1994,front,May
Ford,Focus,1200,hatch,240,1.6,Petrol,2001,front,Jun
Land Rover,Discovery,7000,crossover,190,2.5,Diesel,2004,full,Jul
Mercedes-Benz,Vito ïàññ.,4600,van,200,2.2,Diesel,2000,front,Aug
Ford,Focus,10400,sedan,103,2,Gas,2010,front,Sep
Toyota,Camry,12500,sedan,175,2.4,Petrol,2007,front,Oct
Audi,Q7,47000,crossover,64,3,Diesel,2013,full,Nov
Seat,Cordoba,7600,sedan,141,2,Gas,2007,front,Dec
ZAZ,Lanos,5400,sedan,20,1.5,Petrol,2013,front,Jan
Ford,Focus,8780.85,sedan,82,1.6,Petrol,2011,front,Feb
Toyota,Corolla Verso,7500,vagon,196,1.59,Petrol,2003,front,Mar
Volkswagen,Polo,8910.525,hatch,103,1.4,Petrol,2012,front,Apr
Toyota,Camry,28787.85,sedan,130.5,2.5,Petrol,2016,front,May
BMW,530,14200,sedan,135,3,Gas,2004,rear,Jun
Skoda,Octavia A5,7900,sedan,210,1.6,Gas,2006,front,Jul
Toyota,Camry,25749.75,sedan,130.5,2.5,Petrol,2016,front,Aug
Renault,Laguna,13400,vagon,190,1.5,Diesel,2013,front,Sep
Renault,Logan,10396.23,vagon,1,1.2,Petrol,2015,front,Oct
Geely,CK,6261.45,sedan,1,1.5,Petrol,2015,front,Nov
Hyundai,Accent,10999,sedan,59,1.4,Petrol,2011,front,Dec
Fiat,Scudo ïàññ.,8500,van,150,1.6,Diesel,2008,front,Jan
Honda,Accord,7900,sedan,288,2,Petrol,2005,front,Feb
Renault,Fluence,9300,sedan,94,1.5,Diesel,2011,front,Mar
Toyota,Avensis,11000,sedan,156,1.8,Petrol,2008,front,Apr
Opel,Vectra B,1150,vagon,232,1.8,Gas,1999,front,May
Ford,Kuga,23674.95,crossover,71.5,2,Diesel,2016,front,Jun
Audi,A6,8000,sedan,234,2.4,Petrol,1998,full,Jul
Audi,A4,7700,sedan,177,1.8,Petrol,1998,front,Aug
Ford,Kuga,28560.6594,crossover,71.5,2,Diesel,2016,full,Sep
Volkswagen,Passat B5,6999,sedan,248,1.8,Petrol,2002,front,Oct
Fiat,Uno,926.25,hatch,350,1,Petrol,1987,front,Nov
Ford,Fiesta,10744.5,hatch,78,1.25,Petrol,2016,front,Dec
Suzuki,Vitara,19414.2,crossover,105,1.6,Petrol,2016,full,Jan
Volvo,XC90,33500,crossover,88,2.4,Diesel,2012,full,Feb
BMW,528,3300,sedan,233,28,Petrol,1997,rear,Mar
Citroen,DS4,13900,hatch,80,1.6,Petrol,2012,front,Apr
Volkswagen,Passat B5,4100,vagon,350,1.9,Diesel,2003,front,May
Renault,Logan,9658.935,sedan,1,1.2,Petrol,2016,front,Jun
Honda,CR-V,16300,crossover,80,2,Petrol,2009,full,Jul
Opel,Kadett,1800,vagon,29,1.6,Petrol,1990,front,Aug
Ford,Focus Electric,15500,hatch,27,1.88,Other,2012,front,Sep
Volkswagen,T5 (Transporter) ïàññ.,11300,van,250,2.5,Diesel,2007,front,Oct
Opel,Vectra B,1550,sedan,215,1.6,Petrol,1996,front,Nov
Toyota,Corolla,11500,sedan,110,1.6,Petrol,2011,front,Dec
Nissan,Juke,16499,crossover,373,1.6,Petrol,2011,front,Jan
Toyota,Auris,20711.2464,vagon,66,1.6,Petrol,2016,full,Feb
Toyota,Avensis,24842.025,sedan,148,1.8,Petrol,2016,front,Mar
Toyota,Yaris,17394.0858,hatch,95,1.33,Petrol,2016,front,Apr
Volkswagen,Passat B5,6000,sedan,271,1.8,Petrol,2000,front,May
Toyota,Rav 4,35138.2941,crossover,97,2,Petrol,2016,full,Jun
Ford,Transit ïàññ.,3100,other,350,2.5,Diesel,1998,rear,Jul
Volkswagen,Passat B8,34899.13635,vagon,163,2,Petrol,2016,front,Aug
Smart,Fortwo,6400,other,120,3.24,Diesel,2008,rear,Sep
Daewoo,Lanos,4100,sedan,145,1.4,Gas,2007,front,Oct
Audi,Q5,68000,crossover,20,3,Petrol,2014,full,Nov
Lexus,GS 350,17800,other,73,3.5,Petrol,2007,full,Dec
Toyota,Land Cruiser Prado,24000,crossover,132,4,Petrol,2008,full,Jan
Mercedes-Benz,S 63 AMG,222000,crossover,17.5,6.3,Petrol,2016,full,Feb
Ford,Escort,3100,hatch,110,7,Diesel,1994,front,Mar
Mercedes-Benz,ML 350,21500,crossover,142,3.5,Petrol,2008,full,Apr
Renault,Master ãðóç.,4900,van,472,2.5,Diesel,2000,front,May
Volkswagen,Passat CC,18999,sedan,122,1.8,Petrol,2012,front,Jun
GAZ,2410,2000,sedan,49,2.45,Petrol,1990,front,Jul
Mercedes-Benz,E-Class,4400,sedan,225,2,Gas,1995,rear,Aug
Renault,Scenic,2100,van,270,1.9,Diesel,2002,front,Sep
Ford,Fiesta,9950,hatch,78,3.41,Petrol,2012,front,Oct
Honda,Accord,11000,sedan,162,2,Gas,2006,front,Nov
GAZ,69,2100,crossover,1,2.85,Petrol,1963,full,Dec
Toyota,Camry,20900,sedan,18,2.5,Other,2013,front,Jan
Volkswagen,Golf V,7200,hatch,159,1.6,Petrol,2007,front,Feb
Hyundai,Tucson,10500,crossover,170,2,Gas,2008,full,Mar
Ford,Fiesta,8900,hatch,85,1.25,Petrol,2013,front,Apr
BMW,528,7000,sedan,400,2.8,Petrol,1998,rear,May
Toyota,Camry,24000,sedan,60,2.5,Gas,2014,front,Jun
Fiat,Doblo ãðóç.,5400,van,300,1.25,Petrol,2002,front,Jul
Renault,Laguna,7550,hatch,155,2,Petrol,2007,front,Aug
Mercedes-Benz,S 500,29500,sedan,134,5,Petrol,2008,full,Sep
VAZ,2110,4100,sedan,96,1.6,Petrol,2006,front,Oct
BMW,X5,48550,other,147,4,Diesel,2012,full,Nov
Mazda,6,7500,sedan,240,2,Petrol,2005,front,Dec
Mercedes-Benz,CLS 350,8950,sedan,154,3.5,Gas,2005,rear,Jan
Mercury,Grand Marquis,10000,sedan,237,4.6,Gas,2000,rear,Feb
Toyota,Rav 4,15200,crossover,208,2,Petrol,2006,full,Mar
GAZ,2705 GAZåëü,1400,van,250,99.99,Gas,1999,rear,Apr
BMW,525,5400,sedan,404,2.5,Petrol,1992,rear,May
Volkswagen,Passat B3,3500,vagon,215,2,Petrol,1993,front,Jun
Mitsubishi,Space Wagon,4200,van,350,1.8,Gas,1992,front,Jul
Mitsubishi,Lancer X,8700,sedan,80,1.5,Petrol,2008,front,Aug
Jeep,Wrangler,27000,crossover,40,3.8,Other,2009,full,Sep
Peugeot,Partner ãðóç.,7650,van,186,1.6,Diesel,2011,front,Oct
SsangYong,Rexton II,13800,crossover,105,2.7,Diesel,2010,full,Nov
Volkswagen,T4 (Transporter) ïàññ.,8500,van,210,2.5,Diesel,2003,front,Dec
BMW,520,27500,sedan,170,2,Diesel,2011,rear,Jan
Jaguar,S-Type,7500,sedan,290,3,Petrol,2002,rear,Feb
Mercedes-Benz,E-Class,24500,sedan,180,2.2,Diesel,2012,rear,Mar
Volkswagen,Caddy ãðóç.,3200,other,650,1.9,Diesel,1999,front,Apr
Renault,Master ãðóç.,12850,other,226,2.3,Diesel,2012,front,May
VAZ,21093,3100,hatch,129,1.5,Gas,2005,front,Jun
Skoda,Octavia A5,14800,sedan,12,1.6,Petrol,2012,front,Jul
Volkswagen,T5 (Transporter) ïàññ.,13300,van,250,2.5,Diesel,2008,front,Aug
Mitsubishi,Colt,1389,hatch,245,1.3,Petrol,1996,front,Sep
Nissan,Juke,13550,crossover,54,1.6,Petrol,2011,front,Oct
Ford,Focus,12200,sedan,70,1,Petrol,2013,front,Nov
Mitsubishi,Pajero Wagon,18000,crossover,160,3.2,Diesel,2007,full,Dec
BMW,X5,8800,crossover,284,3,Diesel,2004,full,Jan
Renault,Espace,2200,van,290,2.2,Diesel,1999,front,Feb
BMW,318,4500,sedan,28,1.9,Petrol,1995,rear,Mar
Opel,Vectra C,9500,sedan,167,2.2,Petrol,2008,front,Apr
Land Rover,Range Rover Sport,95000,crossover,19,5,Petrol,2014,full,May
Daewoo,Sens,2450,sedan,232,1.3,Gas,2004,front,Jun
Mercedes-Benz,GLE-Class,81500,sedan,1,3,Diesel,2016,full,Jul
Land Rover,Range Rover,28200,crossover,138,4.4,Petrol,2008,full,Aug
BMW,330,3800,sedan,250,3,Diesel,2002,rear,Sep
Mercedes-Benz,ML 350,61500,crossover,16,3,Diesel,2013,full,Oct
Audi,A6,23900,sedan,180,3,Diesel,2009,full,Nov
VAZ,2115,3600,sedan,215,1.57,Gas,2008,front,Dec
Honda,Accord,20000,sedan,95,2.4,Petrol,2011,front,Jan
VAZ,21099,3400,sedan,174,1.5,Gas,2006,front,Feb
Volkswagen,Passat B7,27000,sedan,57,2,Diesel,2013,front,Mar
Mitsubishi,Galant,11500,sedan,134,2.4,Petrol,2009,front,Apr
Hyundai,Accent,6200,sedan,92,1.4,Petrol,2007,front,May
Toyota,Camry,22000,sedan,73,3.5,Petrol,2010,front,Jun
Volkswagen,Caddy ãðóç.,11500,van,70,2,Diesel,2013,front,Jul
Renault,Megane,7300,vagon,162,1.5,Diesel,2006,front,Aug
Renault,Laguna,3100,vagon,150,1.9,Diesel,2003,front,Sep
Audi,A6,3000,sedan,278,2.5,Diesel,1999,front,Oct
Ford,Transit ïàññ.,8300,other,173,2.2,Diesel,2007,front,Nov
Skoda,Octavia A5,12600,sedan,108,1.8,Petrol,2012,front,Dec
Mercedes-Benz,S 350,10000,sedan,80,3.18,Diesel,2010,rear,Jan
Audi,A4,5200,sedan,250,1.8,Other,1996,front,Feb
VAZ,2104,2600,vagon,1,1.9,Diesel,2001,rear,Mar
BMW,730,12200,sedan,239,3,Diesel,2001,rear,Apr
BMW,540,4500,sedan,230,4,Gas,1994,rear,May
Mercedes-Benz,E-Class,6900,vagon,235,2.9,Diesel,1997,rear,Jun
Chery,Amulet,2800,sedan,260,1.6,Petrol,2008,front,Jul
Infiniti,FX 35,14100,crossover,130,3.5,Gas,2004,full,Aug
Chevrolet,Evanda,6500,sedan,212,2,Gas,2005,front,Sep
Toyota,Land Cruiser Prado,20500,crossover,139,4,Gas,2005,full,Oct
